"year","day_of_year","station_id","E_km","N_km","distance_fished","depth","bottom_temp","halibut","flounder","pollock"
1984,192,"S-24",401.969346525076,6763.82785051803,2.834,70,-1.2,0,0,0
1982,185,"O-20",562.159660981274,6615.53052801155,2.741,59,1.5,0,0,0
1983,191,"O-20",560.877783986172,6615.24935653291,2.778,59,1.1,0,0,1
1984,192,"S-23",436.608965339239,6761.83208607375,2.797,66,-1,0,0,0
1982,185,"P-20",557.489323409145,6652.88043679029,2.648,57,1.5,0,0,0
1983,191,"P-20",557.908497446341,6651.63334380897,2.926,57,1,0,0,1
1984,192,"S-22",475.641297685775,6763.19633599404,2.685,66,-0.9,0,0,1
1982,185,"Q-20",557.325460837268,6689.30201294754,3,53,1.8,0,0,1
1983,191,"Q-20",553.211690193581,6688.99783603771,2.667,53,0.3,0,0,1
1984,193,"Q-22",479.842702415682,6688.77613220912,2.667,70,-1.3,0,0,1
1982,185,"Q-22",479.607373594768,6688.6566001646,2.908,70,-0.6,0,0,0
1983,192,"S-22",476.614037521392,6763.12461923294,2.685,62,-1,0,0,1
1984,193,"P-22",484.427287127545,6651.07263323043,2.759,73,-1,0,0,1
1982,185,"P-22",482.421136538859,6651.50874496377,2.482,71,-1.2,0,0,1
1983,192,"R-22",477.504597086776,6726.1575051677,2.852,66,-0.8,0,0,1
1984,193,"O-22",485.684182417064,6613.9921525361,2.815,75,-0.8,0,0,1
1982,186,"O-22",486.128620571122,6614.79786022515,2.778,75,-0.3,1,0,1
1983,192,"Q-22",480.664022612363,6688.36292943585,2.722,70,-0.6,0,0,1
1984,193,"N-22",488.937319764455,6576.75911135328,2.722,79,-1.1,0,0,1
1982,187,"N-22",489.36980915784,6577.07357052628,2.834,79,0.2,0,0,1
1983,192,"P-22",482.975102758414,6651.71051028408,2.704,71,-0.4,0,0,1
1984,194,"M-22",492.124990659774,6540.46819301332,2.797,80,-1,0,0,1
1982,187,"M-22",492.18168463472,6539.95753325012,2.926,80,0.6,0,0,0
1983,193,"O-22",485.530246714204,6614.25277779299,2.63,75,-0.6,1,0,1
1984,194,"L-22",495.078223889995,6502.3171915279,2.908,86,-0.8,1,0,0
1982,187,"L-22",495.330480216091,6502.94820594024,2.797,86,1.1,0,0,0
1983,193,"N-22",489.51251530887,6577.24020829983,2.741,79,-0.2,0,0,1
1984,194,"K-22",499.287321293363,6465.72945061977,2.926,88,0.9,1,0,1
1982,187,"K-22",498.169995164957,6465.73871806743,2.722,88,2.7,1,0,1
1983,193,"M-22",491.097542527692,6537.11154148408,2.778,80,0,0,0,1
1984,194,"J-22",501.788074219262,6428.66435599143,2.778,90,2.1,1,1,1
1982,188,"J-22",501.660004813536,6428.89643026329,2.722,91,3.4,1,0,1
1983,193,"L-22",490.767296691298,6502.91014963541,2.759,86,0.6,0,0,1
1984,194,"I-22",505.573273240831,6391.33490529725,2.815,88,2,1,1,1
1982,188,"I-22",506.942292566652,6390.24211878487,2.556,91,3.4,0,0,1
1983,193,"K-22",498.467784576515,6465.76698251214,2.759,86,1.4,1,0,1
1984,195,"H-22",507.82113241384,6354.61990136622,2.704,86,2.9,1,1,1
1983,194,"J-22",501.645190128443,6428.98883064476,2.759,90,2.8,1,1,1
1984,195,"G-22",513.705549667375,6315.31247083401,2.778,99,2.9,0,1,1
1982,188,"H-22",509.073118676857,6357.84191317793,2.593,86,3.8,1,0,1
1983,194,"I-22",505.970845160692,6391.58595906305,2.797,88,3.3,1,1,1
1982,188,"G-22",513.111505307517,6317.40663231328,2.834,97,3.9,1,0,1
1983,194,"H-22",508.596263556201,6355.75359637343,2.685,86,4,1,1,0
1982,189,"F-22",516.046891676353,6280.47921943482,2.667,117,3.9,1,1,1
1983,194,"G-22",512.756585640408,6317.55413316959,2.759,97,4.1,1,1,1
1984,196,"D-18",673.337924034748,6208.35925248857,2.722,154,4.3,1,1,0
1982,189,"E-22",520.135762201696,6243.23696598748,2.797,124,3.9,1,1,1
1983,194,"F-22",516.011415023629,6280.46071789353,2.667,115,3.8,1,1,1
1984,196,"C-18",677.409327523181,6172.32851684402,2.834,139,5.2,1,1,0
1982,189,"F-24",440.621038933694,6282.8535565237,2.648,130,4.1,0,0,0
1983,195,"E-22",519.773877144791,6243.54080190523,2.834,123,4,1,1,1
1984,202,"F-24",440.894964514805,6280.54915510376,2.759,130,4,1,0,0
1983,195,"F-24",441.349954096034,6280.93241831178,2.704,130,4.2,0,1,0
1984,202,"G-24",436.952168685187,6317.67002193366,1.871,121,3.1,1,0,1
1982,189,"G-24",439.917392956273,6319.63000887655,2.685,119,3.8,1,1,1
1983,195,"G-24",436.764208051647,6318.29412407931,2.797,121,4.2,1,1,1
1984,202,"H-24",434.270525793411,6355.72478616716,2.797,112,3,0,0,1
1982,189,"H-24",433.92942523887,6355.42352745718,2.778,112,3.7,0,0,1
1983,195,"H-24",434.200543652415,6354.79732089429,2.778,112,3.5,0,1,1
1984,202,"I-24",428.808709611537,6392.10558332646,2.852,112,2.6,1,1,1
1982,189,"I-24",431.017270404919,6393.30162891245,2.704,110,3.5,1,1,1
1983,195,"I-24",430.228439448246,6391.6638372919,2.741,112,2.5,0,1,1
1984,203,"J-24",427.27130442108,6428.17536875192,2.908,108,2.5,1,0,1
1982,190,"J-24",427.247131848761,6431.16412388191,2.982,108,3,0,1,1
1983,196,"J-24",426.730419313303,6429.31721841426,2.778,108,2.5,1,1,1
1984,203,"K-24",423.460495228527,6467.01094965461,3.741,106,2,1,1,1
1982,190,"K-24",423.695243778555,6468.30550434864,2.593,106,3.2,0,0,1
1983,196,"K-24",424.76633721827,6466.14108408292,2.871,106,2.2,0,1,1
1984,203,"L-24",419.975497916203,6504.55752358398,2.815,104,1.9,1,0,1
1982,190,"L-24",420.718829501327,6504.01270336581,2.945,108,2.6,1,0,1
1983,196,"L-24",421.906893246302,6503.7013206444,2.759,104,2,0,1,1
1984,203,"M-24",415.495494846484,6541.36227938586,2.963,102,-0.5,1,0,0
1982,190,"M-24",417.647029983512,6541.20413403083,2.704,101,2.2,1,0,1
1983,196,"M-24",419.386085402604,6540.7868455194,2.778,101,1.3,0,0,1
1984,203,"N-24",414.389943801354,6577.48708502558,2.778,91,0,0,0,1
1982,190,"N-24",414.532614980991,6578.13385208184,2.685,91,1.2,1,0,1
1983,196,"N-24",414.74151808753,6578.14752557291,2.778,91,0.6,0,0,1
1984,204,"ON2524",398.260880122396,6597.40131899226,2.741,97,-1.2,0,0,0
1982,190,"O-24",411.436687314004,6615.89517791218,2.834,86,0,0,0,1
1983,197,"ON2524",397.830327484676,6597.53386933521,2.871,95,1.2,0,0,1
1984,204,"O-24",412.158249529932,6616.02687535919,2.778,88,-1.1,0,0,0
1982,191,"P-24",407.490214578266,6653.13693766835,2.648,70,-0.1,0,0,1
1983,197,"O-24",411.587509329072,6615.11233742941,2.722,88,0.8,0,0,1
1984,204,"PO2524",393.260127136142,6634.98747529508,2.797,84,-1.6,1,0,1
1982,191,"R-26",329.117360424653,6728.50035470249,2.593,90,0.6,0,0,1
1983,197,"PO2524",394.889660402715,6634.60670784216,2.722,82,1,0,0,1
1984,204,"P-24",407.86786347764,6651.50306840849,2.648,68,-1.6,0,0,1
1982,191,"Q-26",330.813031847786,6691.44601181798,2.648,93,0.5,0,0,1
1983,197,"P-24",403.421547424386,6648.32991906747,2.648,68,-0.1,0,0,1
1984,204,"QP2524",391.133812938269,6672.01695383464,2.759,60,-1,0,0,1
1982,191,"P-26",335.338309192072,6655.1800333671,2.574,101,1.2,0,0,1
1983,197,"QP2524",389.311815080008,6672.2013815106,1.278,62,0.7,0,0,1
1984,205,"Q-26",327.493972802882,6691.34088872643,2.852,95,-1.3,0,0,1
1982,191,"O-26",337.823556006992,6617.82646844884,2.871,108,1.9,0,0,1
1983,198,"S-24",402.555012898002,6763.47792838866,2.778,68,-0.1,0,0,1
1984,205,"QP2726",310.651141399098,6675.77826609541,2.815,104,-1,1,0,0
1983,198,"R-24",406.862184809084,6726.84930041932,2.797,46,4,1,0,1
1984,205,"P-26",333.016912594391,6655.20082754234,2.815,101,-1.5,0,0,1
1983,207,"G-26",362.628045709554,6318.89930253238,2.778,148,4.3,0,1,0
1984,206,"PO2726",319.212414782629,6638.66482472795,2.797,110,-1.5,1,0,0
1983,207,"H-26",359.593218072888,6357.11196408578,2.778,124,4,1,1,1
1984,206,"O-26",338.269237282918,6617.15653397229,1.389,108,0.2,1,0,1
1983,207,"I-26",356.476722180686,6398.61334202649,2.759,150,3.8,0,0,0
1984,206,"N-26",338.073392411949,6580.5378877932,1.945,113,0.6,1,0,1
1983,207,"J-26",352.957960898135,6431.58540175378,2.815,121,3.7,1,1,1
1984,206,"M-26",341.322554140907,6542.77439082699,2.685,121,1.3,0,0,1
1983,208,"K-26",350.021216138729,6468.87100982902,2.722,119,3.6,1,1,1
1984,206,"L-26",345.144644097782,6506.05613737879,1.389,130,2.4,0,0,1
1983,208,"L-26",346.832144944218,6506.38887982813,2.741,130,3.4,1,1,1
1984,207,"K-26",349.563067783358,6468.50843433338,2.778,119,2.7,1,1,1
1983,208,"M-26",344.126805226319,6543.01228025413,2.759,121,3.1,0,0,1
1984,207,"J-26",353.193531434135,6430.75988867087,2.722,121,2.7,1,1,0
1983,208,"N-26",340.558485921057,6580.3677590475,2.741,113,2.6,0,0,1
1984,207,"I-26",356.94542644006,6401.31772713662,2.797,148,3.5,1,1,0
1983,208,"O-26",337.884998848565,6615.1193098443,2.797,108,1.9,0,0,1
1984,207,"H-26",359.3509620217,6356.78603666416,2.778,124,3.3,1,1,0
1983,209,"PO2726",318.49225087529,6637.24101883983,2.759,110,1.8,0,0,1
1984,207,"G-26",363.263781521926,6319.4252805517,2.759,148,3.6,1,1,0
1983,209,"P-26",335.390320918461,6655.09407344532,2.759,101,1.4,0,0,1
1983,209,"QP2726",314.138905296132,6674.59482857529,2.778,102,1.6,0,0,1
1983,209,"Q-26",330.692227118755,6692.21340277093,2.815,93,1.3,0,0,1
1983,209,"R-26",329.126795510659,6729.84792712048,2.759,90,1.1,0,0,1
1983,210,"S-26",327.440269431636,6766.41596539817,2.778,86,0.5,0,0,1
1983,210,"R-28",257.163203146245,6733.80486716837,2.759,112,1.2,0,0,1
1983,210,"Q-28",257.822014986728,6696.47802285662,2.741,115,1.3,1,0,1
1983,210,"P-28",262.028085498107,6658.95355126193,2.778,121,1.8,0,0,1
1983,210,"O-28",263.436475034392,6621.52827914366,2.759,128,2.2,0,0,1
1983,211,"N-28",266.620316073599,6584.40013023723,2.741,137,2.4,0,0,1
1983,211,"M-28",270.872165837827,6546.98685501612,2.778,134,2.8,0,1,1
1983,211,"L-28",275.089030609147,6516.51056950523,2.741,155,3.6,1,1,0
1983,211,"L-30",198.824823928737,6514.96595631938,2.667,143,2.9,0,1,1
1983,212,"M-30",195.097145372629,6551.23585703642,2.815,137,2.4,0,0,1
1983,212,"N-30",195.52694930429,6590.0935261137,2.722,139,2.4,0,0,1
1983,212,"O-30",187.501107488336,6626.83035676115,2.778,139,1.8,1,0,1
1983,212,"P-30",187.478551078861,6664.30757222976,2.852,144,1.5,0,0,1
1983,212,"Q-30",185.207929328646,6701.82649003255,2.834,141,1.4,0,0,1
1983,213,"R-30",183.851949170557,6739.03400451927,2.778,134,1.4,0,0,1
1984,222,"K-27",305.921625591481,6470.71406038528,1.833,177,4,1,1,0
1984,222,"L-27",309.967662743755,6507.24494847315,2.759,159,3.6,1,1,0
1984,223,"M-27",306.162186964936,6544.50129574027,2.778,132,2.4,0,0,1
1984,223,"N-27",303.250273993092,6581.57416063452,2.722,124,2.1,0,0,1
1984,223,"O-27",305.044794502824,6619.19774837077,2.741,119,1.9,1,0,1
1984,223,"P-27",298.742538548593,6657.1733177455,2.778,112,1,1,0,1
1984,223,"Q-27",294.017174815799,6694.33892853328,2.871,106,0.1,0,0,1
1984,224,"R-27",291.686775162938,6731.91106695246,2.815,101,-1.1,0,0,1
1984,224,"R-28",256.169563790075,6734.44043850512,2.778,113,0.5,0,0,0
1984,224,"Q-28",257.260101870482,6696.76686402069,2.778,115,0.7,0,0,1
1984,224,"P-28",261.223218355973,6658.18649161161,2.759,119,1,0,0,1
1984,225,"O-28",264.001894988601,6621.91120804306,2.778,132,1.8,1,1,1
1984,225,"N-28",266.08647599262,6584.45209120583,2.778,137,3.4,0,1,1
1984,225,"M-28",268.806965178461,6546.72074969316,2.759,132,2.6,0,1,1
1984,226,"L-28",273.805162403292,6514.40008997215,2.778,165,2.9,1,1,0
1984,226,"L-29",235.582966570995,6512.05316845098,2.704,139,3.2,0,1,0
1984,226,"M-29",227.757715707449,6550.02268033413,2.722,137,2.6,0,0,1
1984,226,"N-29",229.456390413748,6587.8274167577,2.797,139,2.2,0,1,1
1984,226,"O-29",223.728037228921,6624.92838482523,2.815,141,2.1,0,1,1
1984,227,"P-29",224.068925297598,6661.69706127608,2.778,134,1.6,0,0,1
1984,227,"Q-29",221.509114840597,6699.78062683019,2.815,124,2,0,0,1
1984,227,"R-29",215.358852931146,6737.40535564921,2.759,123,2.4,0,0,1
1984,227,"R-30",182.853785092032,6738.04984840657,2.759,132,2.1,0,0,1
1984,228,"Q-30",184.394740295192,6703.26833258207,2.741,141,2.2,0,0,1
1984,228,"R-32",107.289007955706,6747.16267394982,2.797,166,2.9,0,1,1
1984,228,"R-31",143.747030842741,6743.3945850796,2.815,150,3.3,0,1,1
1984,228,"Q-31",147.501465999944,6705.84851250975,2.815,154,2.5,0,0,1
1984,229,"P-32",113.169168994104,6671.43992800921,2.778,146,2.7,0,0,1
1984,229,"P-31",153.116369364009,6667.40052903613,2.815,141,2.7,0,1,1
1984,229,"P-30",185.46586351586,6665.13223869615,2.778,144,2.6,0,1,1
1984,229,"O-31",153.368854713524,6630.36368579902,2.759,172,3.2,1,1,0
1984,229,"O-30",188.141797819848,6627.6063039444,2.778,139,2.5,0,1,1
1984,230,"N-30",193.940882237156,6588.2644053582,2.741,139,2.7,0,1,1
1984,230,"N-31",154.144195137507,6592.68873037318,2.778,155,3.3,1,1,1
1984,230,"M-32",120.790892793695,6558.74186846189,2.759,139,3.2,0,1,0
1984,231,"M-31",157.926951042388,6555.48005990669,2.815,143,3.3,1,1,1
1984,231,"M-30",192.230639232334,6549.62047129068,2.797,137,3.1,1,1,1
1984,231,"L-31",160.690930860277,6517.92107631255,2.741,137,3.2,0,0,1
1984,231,"L-30",197.800321579557,6514.77509608219,2.704,141,3.3,0,1,1
1982,150,"J-15",1211.67265052282,6492.38926785271,2.148,40,-0.2,0,0,0
1982,150,"I-15",1211.84220546901,6454.74249127234,3.5,48,-0.4,0,0,0
1982,150,"H-15",1216.38651626396,6418.17288830108,2.982,46,0.6,1,0,0
1987,154,"F-13",1150.42913590677,6330.87383840109,2.778,57,3.7,1,0,0
1982,151,"G-15",1219.67880228432,6380.73879781114,2.5,29,0.3,1,0,0
1987,154,"G-13",1146.29009782752,6366.51386929656,2.685,60,3.5,1,0,1
1982,151,"F-13",1150.86181839636,6330.46946483247,2.185,59,0.4,1,0,0
1987,154,"H-13",1143.92030247812,6404.61706882997,2.482,59,3.7,1,0,1
1982,151,"G-13",1146.271641047,6367.44544622968,2.834,62,0.2,1,0,0
1987,155,"I-13",1139.31383136289,6442.97172777988,2.667,53,3.6,1,0,0
1982,151,"H-13",1142.2617062554,6404.3531089092,2.704,60,0.1,1,0,0
1987,155,"J-13",1136.73341502183,6478.73609888755,3.093,49,3.3,1,0,0
1982,152,"I-13",1139.6912434952,6441.59710907689,3.185,53,0.9,0,0,0
1982,152,"J-13",1137.65084185575,6479.66837087451,3.315,49,1.2,0,0,0
1987,155,"K-13",1119.45939942694,6495.41213075608,2.241,38,4.1,0,0,0
1987,156,"K-11",1058.42129209592,6489.28675474823,3.352,48,3.4,0,0,0
1987,156,"J-11",1062.37629985093,6467.25252963475,2.63,51,3.2,1,0,0
1982,164,"F-11",1077.50182233077,6319.68376493265,2.778,88,2.2,1,0,1
1987,156,"I-11",1065.54289865876,6431.27814679374,2.871,51,2.9,0,0,0
1982,164,"G-11",1070.79537689736,6356.85280823998,3.111,70,0.7,1,0,1
1987,156,"H-11",1068.6576697067,6395.76866551184,3.111,55,3.2,1,1,1
1987,157,"G-11",1071.84834584165,6357.06536991474,2.611,68,3.2,1,0,1
1982,164,"H-11",1067.541406467,6393.90068345664,2.945,55,0.2,1,0,0
1987,157,"F-11",1076.8253065239,6321.76193851577,2.611,88,3.3,1,1,0
1982,165,"I-11",1066.81806067715,6431.28027412724,2.741,53,1.8,1,0,0
1987,157,"E-11",1079.02468232344,6282.73687965605,2.871,68,3.9,1,1,1
1982,165,"J-11",1061.49375161177,6467.52265644763,2.926,48,1.8,0,0,0
1987,157,"C-09",1013.84363450747,6199.48289474353,2.315,53,4.6,1,1,1
1982,165,"K-11",1061.27421501086,6499.7998829211,2.778,38,4.8,1,0,0
1987,158,"D-09",1009.94200360123,6236.26379615259,3.167,80,3.6,1,1,0
1982,165,"L-09",981.280465608857,6531.2922642636,3.019,24,2.6,1,0,0
1987,158,"E-09",1006.36844735602,6273.87280038867,2.5,79,3.7,1,1,1
1982,165,"K-09",984.183513805527,6496.76249892893,2.593,29,2.1,1,0,0
1987,159,"F-09",1003.96563177526,6311.37964743736,2.63,71,3.1,0,0,1
1982,165,"J-09",985.800853628684,6460.32345644236,3,38,1.7,1,0,0
1987,159,"G-09",998.222557306304,6346.19767141794,2.667,60,3.2,0,1,1
1982,165,"I-09",990.170479279324,6423.76500904282,3.204,42,0.8,1,0,0
1982,166,"H-09",995.073103135922,6384.09393289048,3.278,48,0.7,0,0,1
1987,159,"H-09",993.918287880867,6384.62827771015,1.426,48,3.4,1,0,0
1982,166,"G-09",998.346732744581,6347.91774104178,3.019,60,-0.5,1,0,0
1987,160,"I-09",991.20969918215,6422.53332848057,3.093,42,3.3,1,0,1
1982,166,"F-09",1002.46383077358,6311.4237925252,2.982,71,0.7,1,0,1
1987,160,"J-09",986.829534695163,6457.58117820222,2.445,40,3.3,1,0,1
1982,166,"E-09",1006.1181598519,6274.09524055386,3.334,77,2.7,1,0,0
1987,160,"K-09",984.199597530986,6494.04562499663,2.685,29,2.7,1,0,0
1982,166,"D-09",1010.47426789248,6237.30222528823,2.926,77,3.2,1,0,1
1987,161,"L-07",906.784833152158,6523.43342596435,2.926,33,3,1,0,0
1982,166,"C-09",1012.92417678,6201.87548317305,2.685,51,4.7,0,0,0
1987,163,"K-07",910.370659797455,6487.82718100712,3.019,40,3,1,0,0
1982,167,"B-07",943.328772349731,6154.10343612082,3.519,73,3.7,1,1,0
1987,163,"J-07",912.824019770111,6450.65482638525,3.519,44,2.8,1,0,0
1982,167,"C-07",940.050072724503,6190.13747436383,2.611,95,2.1,1,1,1
1987,164,"I-07",916.322426222889,6413.82591977825,2.482,48,2.6,1,1,0
1987,164,"H-07",921.427760612047,6377.7341285157,2.574,60,2.4,0,0,1
1982,167,"D-07",935.476750134923,6229.74097328786,2.871,90,2,1,0,1
1987,164,"G-07",925.647704002735,6340.10167724345,2.611,68,3,0,0,0
1982,167,"E-07",932.36441535455,6264.62479077476,3.074,86,2.3,0,0,1
1987,164,"F-07",928.554901465732,6302.39128342357,3.148,75,3.1,0,1,1
1982,167,"F-07",928.606263867223,6303.69576687207,3.352,75,1.3,1,0,1
1987,164,"E-07",931.876030691556,6266.6590079129,2.982,84,3.3,1,1,1
1982,168,"G-07",925.435821716054,6340.92153703586,3.204,68,-0.2,1,0,1
1987,165,"D-07",935.542051482564,6229.35515194218,2.759,90,3.9,1,1,1
1982,168,"H-07",921.081594649293,6375.90376986625,2.759,62,-0.9,1,0,1
1987,165,"C-07",939.171272583137,6191.82396005354,2.574,95,4.1,1,1,0
1982,168,"I-07",917.586954265325,6412.7888770494,2.834,51,0.7,0,0,0
1987,165,"B-07",943.629859247337,6159.23540867277,2.648,88,4.5,1,1,0
1982,168,"J-07",913.147129555377,6449.50114251963,2.945,46,1.3,1,0,0
1987,166,"Z-05",880.4345836107,6077.06413476832,1.667,77,5.7,1,1,0
1987,169,"A-05",871.656561831281,6107.36861905909,2.63,112,5,1,1,0
1982,168,"K-07",909.245964238171,6488.56990196164,3.074,40,2,1,0,0
1987,169,"B-05",869.799226152422,6146.60658857777,2.982,112,4.6,1,1,0
1982,169,"L-07",906.619601558788,6526.11805334243,3.426,31,2.7,1,0,0
1987,169,"C-05",867.035349924247,6182.95465799178,2.685,110,4.2,1,1,0
1982,169,"M-07",902.919980184017,6561.31073456886,2.908,26,4.6,1,0,0
1987,169,"D-05",863.372528895585,6220.88687893525,2.982,97,4.1,1,1,1
1982,169,"N-07",899.058254759442,6596.56187673355,2.593,20,6,0,0,0
1987,170,"E-05",858.949109584351,6256.98436412083,2.259,88,3.3,1,1,0
1982,169,"N-05",823.982618348408,6591.28856422904,2.963,18,4.5,1,0,0
1987,170,"F-05",858.045401541378,6297.58717238105,2.722,75,3.5,0,1,1
1982,169,"M-05",827.063388437768,6554.21317387193,3.074,26,3.2,1,0,0
1987,170,"G-05",850.816506637641,6330.65838855692,2.722,71,3.3,0,0,1
1982,169,"L-05",829.952099661926,6517.18736634173,3.037,37,2,1,0,0
1987,170,"H-05",847.126308036009,6368.02251396237,2.963,66,3.5,1,0,1
1982,169,"K-05",834.310568275551,6480.51140055018,2.537,44,1.3,1,0,0
1987,170,"I-05",843.650298963669,6405.01457763415,2.834,60,3.2,0,0,1
1982,170,"J-05",839.924336678988,6443.58901456186,2.648,49,1.1,0,0,0
1987,171,"J-05",840.48182818465,6440.71782932289,2.685,49,3.4,1,0,1
1982,170,"I-05",843.061163258296,6406.47436110479,3.056,60,-0.4,1,0,0
1987,171,"K-05",835.821932355622,6477.91733046137,2.704,44,3.1,1,0,1
1982,170,"H-05",846.371725187606,6369.84202221986,2.593,68,0,0,0,0
1987,171,"L-05",830.418766970963,6515.30584106463,2.519,40,3.5,0,0,1
1982,170,"G-05",850.405381760138,6332.80580530219,3.111,70,0.1,1,0,0
1982,170,"F-05",854.098642387938,6296.38413732859,2.778,75,0.9,1,0,0
1987,171,"N-05",822.015662778196,6590.60771418824,2.982,18,4.5,0,0,0
1982,171,"E-05",858.523298706837,6258.28135594605,2.5,90,1.7,0,0,0
1987,172,"O-03",746.555353928582,6614.88752895929,2.648,27,4,1,0,1
1982,171,"D-05",862.908306778089,6221.74261329554,2.741,97,2.2,0,0,1
1987,172,"N-03",749.977646639782,6585.35880003536,3.037,27,4.3,1,0,0
1982,171,"C-05",867.220744132391,6185.37556609302,2.593,110,4.8,1,1,1
1987,172,"M-03",752.426513039795,6549.27957303009,2.834,31,3.7,1,0,1
1982,171,"B-05",869.754587013656,6147.64653456636,2.834,112,4.1,0,1,0
1987,172,"L-03",756.068457122861,6511.53970195461,2.278,40,3.6,0,0,1
1982,171,"A-05",872.936279632968,6110.4027563798,2.445,112,4.1,1,0,0
1987,173,"K-03",760.812225882623,6475.98688227487,2.408,46,3.3,0,0,1
1982,176,"A-03",798.134863823477,6104.74657611982,2.519,143,4.9,0,1,1
1982,176,"B-03",795.393222659765,6140.8682557611,2.852,134,4.2,1,0,1
1987,173,"I-03",767.921282151007,6401.79525941225,3.019,66,3.4,0,0,1
1982,176,"C-03",790.620253363728,6177.96214531236,2.778,128,4.2,1,0,1
1987,173,"H-03",770.893047550185,6364.4813017269,2.778,68,4,1,0,1
1982,176,"D-03",786.653164702703,6215.21378351387,2.778,123,3.9,0,0,1
1987,174,"G-03",775.174037067525,6328.01806662074,2.352,73,4,0,1,1
1982,177,"E-03",782.957990022127,6252.57845793787,3.26,101,2.6,1,0,1
1987,174,"F-03",778.387877039341,6289.86651508557,2.685,86,3.7,0,1,1
1982,177,"F-03",779.247988597448,6288.49053316717,3.019,80,2.6,0,0,1
1987,174,"E-03",782.699910389376,6252.96100607026,2.815,102,4.2,1,1,0
1982,177,"G-03",775.339275599005,6325.38650458114,2.871,73,2.1,0,0,1
1987,174,"D-03",785.301654619579,6216.64071270338,2.741,124,4.3,1,1,1
1982,177,"H-03",771.640203937731,6362.40028403188,2.945,68,2.1,1,0,1
1987,174,"C-03",789.839043373414,6179.34313716464,2.334,126,4.4,1,1,0
1982,177,"I-03",766.54156915021,6406.59882696333,3.074,66,1.3,0,0,0
1987,175,"B-03",795.273756434168,6143.12124657274,2.685,134,4.4,1,1,0
1982,178,"J-03",764.787574469944,6437.22909782655,2.759,60,1.3,0,0,0
1987,175,"A-03",799.159584118563,6106.05225038651,2.741,144,4.3,1,1,0
1982,178,"K-03",758.902181682,6474.6785489901,2.722,48,3.3,1,0,1
1987,175,"B-01",718.491199852758,6136.71433368359,2.815,150,3.4,0,1,1
1982,178,"L-03",756.466330205856,6511.82673950873,3.019,42,3,0,0,1
1987,175,"C-01",714.741569991539,6174.29624452872,2.852,135,4.3,1,1,0
1982,178,"M-03",753.609921300807,6547.71993624159,3.5,35,3.4,0,0,1
1987,176,"D-01",710.180965701346,6211.73714096462,2.463,134,4.3,1,1,0
1982,178,"N-03",749.21311460103,6587.65367847934,3.482,27,4.1,0,0,1
1987,176,"E-01",707.111301533559,6247.88759114155,2.667,132,4.3,1,1,0
1982,179,"O-03",745.044951250223,6623.01597803562,3.167,27,5.7,1,0,0
1987,176,"F-01",704.096937661257,6284.27415777161,2.574,106,3.9,1,1,0
1982,179,"Q-01",666.445443914067,6691.22642091994,2.408,29,4.8,1,0,1
1987,176,"G-01",700.268676540672,6321.22719127459,2.963,77,4.1,0,1,1
1982,179,"P-01",668.821417900099,6656.32563929013,1.982,20,3.8,1,0,1
1987,177,"H-01",696.15803174914,6358.91176537072,3.408,73,3.9,1,1,0
1982,179,"O-01",671.776051039749,6618.14346659791,2.463,33,3.8,1,0,1
1987,177,"I-01",693.40962916443,6398.41974046464,2.704,68,4,1,1,1
1982,180,"N-01",675.16332093186,6582.30759503207,3.037,38,2.8,1,0,1
1987,177,"J-01",689.795525588777,6433.12109798345,2.704,66,3.6,1,1,1
