"lon","lat","present","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","elevation"
-122.066396,37.086286,1,14.1383333206177,13.4986667633057,58.2039794921875,369.203674316406,26.4559993743896,3.26399993896484,23.1919994354248,10.4633331298828,18.3253326416016,18.699333190918,9.69933319091797,776,166,3,94.2158126831055,425,10,15,422,250.866139261085
-122.060136,36.983883,1,14.033166885376,13.190333366394,62.9069709777832,296.887451171875,24.7919998168945,3.82399988174438,20.9680004119873,11.0366668701172,17.3166675567627,17.6806659698486,10.4540004730225,804,170,3,94.1009368896484,447,10,16,437,117.468541064826
-121.957958,37.045399,1,14.2030000686646,13.2513332366943,59.8740882873535,339.786499023438,25.8199996948242,3.68799996376038,22.1319999694824,10.7486667633057,17.9353332519531,18.3479995727539,10.058666229248,724,157,2,95.014778137207,402,8,14,397,227.210585891749
-121.95458,37.405341,1,16.0231666564941,12.6623334884644,54.7773551940918,406.945953369141,28.1240005493164,5.00799989700317,23.1160011291504,11.9473333358765,20.5839996337891,20.8166656494141,10.9653339385986,366,73,1,87.6903305053711,190,5,8,183,7.30164807013248
-121.927249,37.228896,1,15.4230003356934,13.8573331832886,55.3938789367676,428.760223388672,28.8280010223389,3.81200003623962,25.0160007476807,11.1613330841064,20.4126663208008,20.6786670684814,10.2693338394165,600,130,2,94.4031600952148,329,6,11,325,189.806630490277
-121.924744,36.530005,1,12.7910718917847,8.3988094329834,65.5060272216797,161.956481933594,19.3642864227295,6.54285717010498,12.8214292526245,10.9380950927734,14.2142858505249,14.8416662216187,10.9380950927734,865,170,3,90.7299194335938,456,13,58,456,28.2120384538322
-121.919766,37.882948,1,14.7751665115356,12.4696664810181,46.514720916748,540.881408691406,30.3959999084473,3.58800005912781,26.8080005645752,8.63466644287109,21.003999710083,21.7946662902832,8.63466644287109,796,166,2,91.4111557006836,429,11,18,429,534.150500950834
-121.919493,37.745828,1,15.1068334579468,12.9790000915527,51.7669105529785,461.690155029297,28.8719997406006,3.79999995231628,25.07200050354,10.485333442688,20.2253341674805,20.6453323364258,9.34666633605957,426,85,1,88.3805389404297,226,6,9,224,147.491258037835
-121.917942,37.335464,1,16.1760005950928,13.1986665725708,55.3914184570312,412.860687255859,28.6679992675781,4.84000015258789,23.8279991149902,12.0606670379639,20.8546676635742,21.076000213623,11.0979995727539,398,80,1,88.9051513671875,209,5,8,201,18.1341353515545
-121.885525,37.15817,1,13.4291667938232,11.5910005569458,50.0647926330566,453.178619384766,26.8719997406006,3.72000002861023,23.1520004272461,8.51266670227051,18.5533332824707,19.423999786377,8.51266670227051,953,192,3,91.1619262695312,504,13,21,504,703.530637583031
-121.871797,37.95158,1,15.3658332824707,13.3730001449585,48.0352020263672,550.878662109375,31.4200000762939,3.57999992370605,27.8400001525879,8.8100004196167,21.7346668243408,22.2626667022705,8.8100004196167,564,119,1,91.0837173461914,305,8,12,305,307.441339560909
-121.871006,37.159894,1,14.1256666183472,12.6773338317871,52.3164939880371,442.709289550781,27.7800006866455,3.54800009727478,24.2320003509521,9.03066635131836,19.1860008239746,19.8373336791992,9.03066635131836,779,162,2,92.4867172241211,418,10,16,418,538.154815121725
-121.864398,37.229501,1,15.8648328781128,13.9996662139893,55.4925727844238,430.813049316406,29.2399997711182,4.01200008392334,25.2280006408691,11.5599994659424,20.8346672058105,21.0886669158936,10.6246662139893,507,108,1,93.1250915527344,275,5,9,270,80.9888625476401
-121.858517,37.172415,1,15.0141668319702,13.6770000457764,54.3428153991699,439.90673828125,28.7959995269775,3.62800002098083,25.1679992675781,10.5753335952759,20.1013336181641,20.496000289917,9.760666847229,637,136,2,93.30810546875,344,8,13,344,285.323780053461
-121.819351,37.507462,1,15.022500038147,13.5570001602173,49.974193572998,514.593444824219,30.5400009155273,3.41199994087219,27.1280002593994,8.98333358764648,20.931999206543,21.5820007324219,8.98333358764648,585,121,2,90.8720779418945,310,8,13,310,389.32684424087
-121.806267,37.204147,1,15.3041667938232,14.0056667327881,54.7866821289062,440.818511962891,29.1159992218018,3.55200004577637,25.5639991760254,10.8446664810181,20.3633327484131,20.7199993133545,9.95600032806396,566,121,2,93.4563598632812,306,7,12,305,189.938805681636
-121.804002,36.625749,1,13.4159421920776,10.3847827911377,60.9933624267578,229.287796020508,21.9695644378662,4.94347810745239,17.026086807251,10.5072460174561,15.6376810073853,16.1297092437744,10.5072460174561,649,128,3,90.2666473388672,343,10,16,343,49.3254609378278
-121.801812,37.396039,1,15.5188331604004,14.0776662826538,52.8917427062988,476.172088623047,30.2800006866455,3.66400003433228,26.6160011291504,10.6626663208008,21.0026664733887,21.4773330688477,9.86400032043457,529,109,1,90.8145294189453,278,7,11,278,270.421836984564
-121.783181,36.682482,1,13.8374996185303,11.4329996109009,60.5048675537109,256.828918457031,23.2159996032715,4.32000017166138,18.8959999084473,10.5299997329712,16.3453330993652,16.8126659393311,10.5299997329712,565,112,2,89.905876159668,299,9,14,299,29.5622099597922
-121.779975,37.406833,1,14.7679996490479,13.6979999542236,49.970817565918,515.884582519531,30.435998916626,3.0239999294281,27.4119987487793,8.86066627502441,20.7220001220703,21.4506664276123,8.86066627502441,692,142,2,90.8302841186523,366,10,16,366,517.098533578591
-121.771455,36.506977,1,13.4833335876465,11.6773338317871,59.4326820373535,283.963287353516,23.9360008239746,4.28800010681152,19.6480007171631,10.2126665115356,16.3379993438721,17.0879993438721,10.2126665115356,749,146,2,92.0117034912109,397,8,14,397,232.172662937581
-121.769999,36.661821,1,13.5865001678467,11.3990001678467,59.8686943054199,263.269622802734,23.2320003509521,4.19199991226196,19.0400009155273,10.2566661834717,16.1613330841064,16.7066669464111,10.2566661834717,610,121,2,90.8889389038086,324,9,14,324,92.1657264263068
-121.749813,37.619595,1,15.1724996566772,13.8543338775635,49.4021301269531,534.512023925781,31.1960010528564,3.15199995040894,28.0440006256104,8.77733325958252,21.3413333892822,21.8640003204346,8.77733325958252,494,103,1,90.3556060791016,263,7,12,263,327.644349795056
-121.73256,36.825829,1,13.8870000839233,11.5366668701172,60.6426963806152,266.911834716797,23.423999786377,4.40000009536743,19.0240001678467,10.4533338546753,16.5380001068115,16.9780006408691,10.4533338546753,521,106,2,90.8178176879883,278,8,13,278,34.0874307568353
-121.715985,37.331117,1,14.9111671447754,14.1076669692993,50.9449195861816,509.692993164062,30.5799999237061,2.88800001144409,27.6919994354248,9.67799949645996,20.7986660003662,21.4433326721191,8.98400020599365,648,132,2,91.0016021728516,341,9,15,341,427.175837324874
-121.715957,37.336,1,14.6000003814697,13.6946668624878,49.2118263244629,530.238525390625,30.6000003814697,2.7720000743866,27.8280010223389,8.58266639709473,20.7413330078125,21.5193328857422,8.58266639709473,728,148,2,90.9090347290039,384,10,17,384,583.495771200968
-121.715917,37.344714,1,14.6000003814697,13.6946668624878,49.2118263244629,530.238525390625,30.6000003814697,2.7720000743866,27.8280010223389,8.58266639709473,20.7413330078125,21.5193328857422,8.58266639709473,728,148,2,90.9090347290039,384,10,17,384,583.495771200968
-121.700337,36.622126,1,13.8815002441406,11.9423332214355,59.2848167419434,288.197021484375,24.1919994354248,4.0479998588562,20.1439990997314,10.2866668701172,16.7800006866455,17.3453330993652,10.2866668701172,528,102,2,91.0051116943359,278,7,12,278,118.063002405056
-121.436158,36.598519,1,14.3724994659424,14.5383329391479,58.8215484619141,381.50732421875,27.7479991912842,3.03200006484985,24.7159996032715,10.3946666717529,18.4646663665771,19.203332901001,9.85666656494141,418,79,1,88.7841720581055,217,5,10,216,256.287436258461
-121.311665,36.775042,1,15.0133333206177,15.4406671524048,54.4222030639648,477.753173828125,30.431999206543,2.05999994277954,28.3719997406006,9.19533348083496,20.4073333740234,20.9253330230713,9.19533348083496,356,70,1,88.1842651367188,185,5,9,185,223.806080772432
-121.230092,36.425278,1,14.8041667938232,17.6623344421387,57.8410186767578,465.2802734375,32.2200012207031,1.68400001525879,30.5360012054443,9.98733329772949,20.1233329772949,20.8533344268799,9.47866725921631,428,77,1,88.3533325195312,228,5,11,217,423.560769451456
-121.205692,36.489,1,14.2805004119873,17.433666229248,54.7264785766602,517.743896484375,32.7879981994629,0.931999981403351,31.8559989929199,9.01599979400635,20.3806667327881,21.1073341369629,8.48999977111816,487,89,1,88.3848724365234,258,6,14,248,534.262175515839
-121.203195,37.618176,1,16.0275001525879,14.320333480835,47.4246063232422,596.955749511719,32.6599998474121,2.46399998664856,30.1959991455078,10.0946664810181,22.9139995574951,22.9139995574951,8.3973331451416,269,51,1,84.1667938232422,135,5,5,132,10.3946339721348
-121.150689,36.487347,1,14.8290004730225,17.9440002441406,54.734016418457,528.588012695312,33.6720008850098,0.888000011444092,32.7840003967285,9.45600032806396,21.025333404541,21.7040004730225,8.75399971008301,391,71,1,87.3542709350586,208,5,12,196,412.896784084432
-121.138643,36.508345,1,14.6485004425049,17.875,54.0030212402344,539.911071777344,33.7400016784668,0.639999985694885,33.1000022888184,9.18733310699463,20.9993343353271,21.7060012817383,8.48666667938232,407,74,1,87.1549911499023,215,6,13,206,460.383132647957
-121.129182,36.501688,1,14.6485004425049,17.875,54.0030212402344,539.911071777344,33.7400016784668,0.639999985694885,33.1000022888184,9.18733310699463,20.9993343353271,21.7060012817383,8.48666667938232,407,74,1,87.1549911499023,215,6,13,206,460.383132647957
-121.125328,36.509578,1,14.6485004425049,17.875,54.0030212402344,539.911071777344,33.7400016784668,0.639999985694885,33.1000022888184,9.18733310699463,20.9993343353271,21.7060012817383,8.48666667938232,407,74,1,87.1549911499023,215,6,13,206,460.383132647957
-120.981447,36.610363,1,14.323166847229,17.6876659393311,51.6880989074707,603.250183105469,34.3159980773926,0.096000000834465,34.2199974060059,8.27866649627686,21.6459999084473,22.2379989624023,7.56933355331421,455,85,1,87.3624420166016,236,6,15,236,696.653210662852
-120.8648,36.747232,1,16.4078330993652,17.5376663208008,50.1248054504395,653.845764160156,36.2239990234375,1.23599994182587,34.9879989624023,8.72599983215332,24.2806663513184,24.6206665039062,8.72599983215332,264,47,1,83.3645477294922,135,4,12,135,359.293524746743
-120.831767,35.334719,1,14.0206594467163,11.9704856872559,65.9833908081055,216.09309387207,22.8791656494141,4.73750019073486,18.1416664123535,11.8326387405396,16.1715278625488,16.6618061065674,11.4131946563721,565,123,1,99.6155700683594,345,5,14,326,64.2982260790841
-120.825627,36.346686,1,12.3713331222534,17.3266658782959,52.6582374572754,565.09765625,31.6399993896484,-1.26400005817413,32.9039993286133,6.81133317947388,19.3546657562256,19.8846664428711,6.22133350372314,659,126,2,88.5544204711914,343,8,19,342,926.88327574511
-120.822564,35.342393,1,14.0206594467163,11.9704856872559,65.9833908081055,216.09309387207,22.8791656494141,4.73750019073486,18.1416664123535,11.8326387405396,16.1715278625488,16.6618061065674,11.4131946563721,565,123,1,99.6155700683594,345,5,14,326,64.2982260790841
-120.816708,35.327683,1,14.0223331451416,11.7199993133545,65.2706604003906,213.792770385742,22.7639999389648,4.80800008773804,17.9559993743896,11.8819999694824,16.0693340301514,16.6019992828369,11.417332649231,575,125,1,99.6835479736328,351,5,14,332,74.871634346007
-120.786328,35.410677,1,14.4678335189819,14.4476671218872,64.6138916015625,291.782989501953,26.1760005950928,3.81599998474121,22.3600006103516,11.438666343689,17.6646671295166,18.1720008850098,11.1133337020874,561,120,1,98.8481903076172,341,5,13,319,223.13620413528
-120.675068,35.769635,1,15.783332824707,18.1646671295166,54.5747680664062,542.823791503906,34.1360015869141,0.851999998092651,33.2840003967285,10.5126667022705,22.3800010681152,22.4500007629395,9.34333324432373,355,74,1,95.2417831420898,212,3,11,199,269.758820203608
-120.666994,35.465428,1,14.2346668243408,15.7866668701172,55.2599678039551,450.341857910156,29.8239994049072,1.25600004196167,28.5679988861084,9.95533275604248,19.6599998474121,19.9246673583984,8.95800018310547,496,106,1,98.2535400390625,301,5,13,282,321.004754645997
-120.662494,35.305005,1,15.0581665039062,14.578332901001,61.3256492614746,338.04296875,27.6800003051758,3.90799999237061,23.7719993591309,11.5980005264282,18.8686676025391,19.3606662750244,11.1339998245239,569,123,1,99.613395690918,348,5,13,326,238.751660160448
-119.849927,34.444261,1,16.1550006866455,12.184666633606,58.9314498901367,301.771606445312,26.2639999389648,5.58799982070923,20.6760005950928,13.0166664123535,19.3986663818359,20.0186672210693,12.5999994277954,427,99,0,102.400169372559,269,3,8,246,28.591843583433
-119.844445,34.441695,1,16.1550006866455,12.184666633606,58.9314498901367,301.771606445312,26.2639999389648,5.58799982070923,20.6760005950928,13.0166664123535,19.3986663818359,20.0186672210693,12.5999994277954,427,99,0,102.400169372559,269,3,8,246,28.591843583433
-119.768427,34.907683,1,12.8211669921875,15.9370002746582,52.3279495239258,541.575622558594,30.6119995117188,0.156000003218651,30.4559993743896,7.37866640090942,19.5973339080811,20.0086669921875,7.03200006484985,554,107,1,90.8397750854492,298,7,15,293,1078.03364316786
-119.756961,34.461936,1,15.3400001525879,13.195333480835,57.5411376953125,348.261962890625,28.0520000457764,5.11999988555908,22.931999206543,11.7373332977295,19.1686668395996,20.0093326568604,11.6466665267944,492,107,0,98.5255126953125,298,3,9,273,354.682888106342
-119.727757,34.455816,1,16.099666595459,12.2113332748413,58.4386177062988,310.255065917969,26.6439990997314,5.7480001449585,20.8959999084473,12.8633337020874,19.4873332977295,20.0993328094482,12.4826669692993,452,107,0,104.042182922363,289,3,8,263,90.359144991119
-119.689687,34.434922,1,15.9578332901001,12.3070001602173,58.1946296691895,316.080932617188,26.8199996948242,5.67199993133545,21.1479988098145,12.6686668395996,19.4213333129883,20.0646667480469,12.3186664581299,460,108,0,103.846649169922,294,3,8,267,130.177126503368
-119.292511,34.446071,1,16.0063343048096,14.6926670074463,57.1610145568848,386.975799560547,29.7719993591309,4.06799983978271,25.7039985656738,12.0273332595825,20.4446659088135,21.1113338470459,11.6199998855591,504,124,0,108.146919250488,334,4,10,302,242.024049187522
-119.224059,34.291116,1,16.0268325805664,12.2609996795654,62.2006874084473,275.043701171875,25.7800006866455,6.06799983978271,19.7120018005371,13.1073331832886,18.9166660308838,19.6006660461426,12.9066667556763,398,94,0,107.992630004883,260,2,6,240,79.8807857707852
-119.156039,34.846218,1,9.5396671295166,12.8100004196167,45.2778167724609,584.638916015625,26.2919998168945,-2,28.2919998168945,4.47466659545898,16.7906665802002,17.3813323974609,3.40933346748352,552,104,2,88.6589279174805,294,12,19,285,1688.89352943953
-118.991787,35.413405,1,18.6394996643066,15.1409997940063,43.871696472168,717.052856445312,37.2360000610352,2.72399997711182,34.5120010375977,11.9146661758423,27.4806671142578,27.4806671142578,10.1006669998169,168,32,0,76.6996002197266,88,4,4,75,160.413850236132
-118.98372,34.151714,1,16.3493328094482,12.9506664276123,60.0680274963379,322.369781494141,28.0599994659424,6.5,21.5599994659424,12.9479999542236,19.8020000457764,20.6646671295166,12.9440002441406,403,88,0,102.969131469727,246,2,6,234,264.550354133882
-118.95043,34.145231,1,16.0008335113525,13.4670000076294,56.5935440063477,383.083709716797,29.4200000762939,5.62400007247925,23.7959995269775,12.0233335494995,20.279333114624,21.2013339996338,11.9879999160767,441,94,0,100.852981567383,262,3,8,254,443.85591250621
-118.90644,34.453571,1,16.2518329620361,14.6443338394165,53.128475189209,479.337951660156,31.8920001983643,4.32800006866455,27.5639991760254,11.2613334655762,21.9406661987305,22.6866664886475,11.0900001525879,459,96,1,97.1020965576172,272,5,10,254,551.180163215429
-118.824678,34.22142,1,16.8156661987305,14.5066661834717,55.5896148681641,418.530090332031,31.4160003662109,5.32000017166138,26.0960006713867,12.4886665344238,21.6119995117188,22.4300003051758,12.2173328399658,427,91,0,100.923522949219,252,3,8,245,352.209058404473
-118.761864,34.474722,1,16.5974998474121,14.8956670761108,51.1456756591797,514.886840820312,32.7880020141602,3.66400003433228,29.124002456665,11.3193330764771,22.7520008087158,23.4166679382324,10.8386669158936,421,89,0,97.4641647338867,247,5,10,236,491.872578242924
-118.707058,34.099067,1,16.4743328094482,13.1813335418701,53.7224235534668,400.410888671875,30.2159996032715,5.67999982833862,24.5359992980957,12.4106664657593,20.9113330841064,21.9479999542236,12.1466665267944,392,86,0,101.555046081543,228,3,7,228,312.434739922024
-118.692888,34.102658,1,16.4743328094482,13.1813335418701,53.7224235534668,400.410888671875,30.2159996032715,5.67999982833862,24.5359992980957,12.4106664657593,20.9113330841064,21.9479999542236,12.1466665267944,392,86,0,101.555046081543,228,3,7,228,312.434739922024
-118.672601,34.241371,1,16.9545001983643,14.9176664352417,53.2545585632324,477.754180908203,32.9519996643066,4.94000005722046,28.011999130249,12.025333404541,22.5533332824707,23.3940010070801,11.8206672668457,441,92,1,98.2383499145508,254,5,9,249,503.857836431761
-118.666886,34.606103,1,15.5591669082642,13.8090000152588,46.5827827453613,599.454833984375,32.3839988708496,2.74000000953674,29.6439990997314,9.48000049591064,22.9540004730225,23.4739990234375,8.95466709136963,400,81,1,94.374267578125,230,6,10,222,826.779619778419
-118.621103,34.47422,1,17.5768337249756,15.5250005722046,51.163330078125,538.470458984375,34.3839988708496,4.03999996185303,30.3439979553223,12.0806665420532,24.0926666259766,24.5860004425049,11.4506664276123,380,79,0,97.2288436889648,217,3,8,212,390.308322493303
-118.606984,34.135196,1,16.8875007629395,14.0403327941895,52.9664001464844,443.361328125,31.9839992523193,5.47599983215332,26.507999420166,12.3846664428711,21.996000289917,22.9166660308838,12.065333366394,415,88,1,99.1962432861328,237,4,9,236,370.161847396505
-118.592982,34.143578,1,16.8875007629395,14.0403327941895,52.9664001464844,443.361328125,31.9839992523193,5.47599983215332,26.507999420166,12.3846664428711,21.996000289917,22.9166660308838,12.065333366394,415,88,1,99.1962432861328,237,4,9,236,370.161847396505
-118.585654,34.15543,1,16.8875007629395,14.0403327941895,52.9664001464844,443.361328125,31.9839992523193,5.47599983215332,26.507999420166,12.3846664428711,21.996000289917,22.9166660308838,12.065333366394,415,88,1,99.1962432861328,237,4,9,236,370.161847396505
-118.578112,34.146958,1,16.837833404541,13.8523330688477,52.919979095459,438.072967529297,31.7479991912842,5.57200002670288,26.1759986877441,12.3940000534058,21.8753337860107,22.8106670379639,12.0886669158936,413,88,1,99.2768859863281,236,4,9,235,367.707049830923
-118.577802,34.139075,1,16.837833404541,13.8523330688477,52.919979095459,438.072967529297,31.7479991912842,5.57200002670288,26.1759986877441,12.3940000534058,21.8753337860107,22.8106670379639,12.0886669158936,413,88,1,99.2768859863281,236,4,9,235,367.707049830923
-118.570847,34.145952,1,16.837833404541,13.8523330688477,52.919979095459,438.072967529297,31.7479991912842,5.57200002670288,26.1759986877441,12.3940000534058,21.8753337860107,22.8106670379639,12.0886669158936,413,88,1,99.2768859863281,236,4,9,235,367.707049830923
-118.56672,34.152225,1,16.837833404541,13.8523330688477,52.919979095459,438.072967529297,31.7479991912842,5.57200002670288,26.1759986877441,12.3940000534058,21.8753337860107,22.8106670379639,12.0886669158936,413,88,1,99.2768859863281,236,4,9,235,367.707049830923
-118.556317,34.122242,1,16.269832611084,12.83899974823,53.3890571594238,406.858459472656,30.1439990997314,6.09600019454956,24.0479984283447,12.1246662139893,20.8446655273438,21.9060001373291,12.0713329315186,430,91,1,98.7730255126953,248,5,9,245,435.218200814226
-118.555227,34.127975,1,16.837833404541,13.8523330688477,52.919979095459,438.072967529297,31.7479991912842,5.57200002670288,26.1759986877441,12.3940000534058,21.8753337860107,22.8106670379639,12.0886669158936,413,88,1,99.2768859863281,236,4,9,235,367.707049830923
-118.550748,34.445895,1,17.7543334960938,15.8446664810181,51.4972267150879,538.0693359375,34.6520004272461,3.8840000629425,30.7679996490479,12.326000213623,24.257999420166,24.7313327789307,11.6020002365112,376,79,1,97.6095733642578,211,4,9,211,367.937238012839
-118.543702,34.464511,1,17.3831672668457,15.4423332214355,50.7704315185547,549.114318847656,34.3079986572266,3.89199995994568,30.4159984588623,11.7800006866455,24.0746650695801,24.5486660003662,11.184666633606,381,79,1,95.7393646240234,217,6,10,212,447.199484613584
-118.52893,34.057189,1,16.7024993896484,10.8889999389648,56.7608413696289,310.363220214844,27.3479995727539,8.16399955749512,19.1840000152588,13.4633331298828,19.9426670074463,20.9433326721191,13.4633331298828,380,83,0,100.537155151367,225,3,7,225,216.643654546234
-118.528451,34.051466,1,16.7024993896484,10.8889999389648,56.7608413696289,310.363220214844,27.3479995727539,8.16399955749512,19.1840000152588,13.4633331298828,19.9426670074463,20.9433326721191,13.4633331298828,380,83,0,100.537155151367,225,3,7,225,216.643654546234
-118.508047,34.314813,1,16.8518333435059,14.2396669387817,50.6245269775391,508.843536376953,32.8279991149902,4.69999980926514,28.1279983520508,11.6599998474121,22.9053344726562,23.6720008850098,11.2766666412354,416,87,1,96.1283721923828,236,6,11,232,524.041875959683
-118.4962,34.3661,1,16.3759994506836,14.195333480835,48.8214797973633,549.837951660156,32.7200012207031,3.64400005340576,29.076000213623,10.8326663970947,23.0606670379639,23.6853332519531,10.2953329086304,410,87,1,96.1398468017578,236,6,11,231,682.542842748048
-118.487897,35.704383,1,14.3483333587646,15.6046667098999,46.1840476989746,681.997497558594,33.3400001525879,-0.448000013828278,33.7880020141602,6.65999984741211,22.945333480835,23.0206661224365,6.65999984741211,370,72,2,84.4174118041992,194,12,21,194,1036.43076669904
-118.4829,35.7018,1,14.3483333587646,15.6046667098999,46.1840476989746,681.997497558594,33.3400001525879,-0.448000013828278,33.7880020141602,6.65999984741211,22.945333480835,23.0206661224365,6.65999984741211,370,72,2,84.4174118041992,194,12,21,194,1036.43076669904
-118.416928,34.329923,1,17.4036674499512,14.6393337249756,51.7364044189453,494.967681884766,33.1800003051758,4.88399982452393,28.2960014343262,12.3713331222534,23.2853336334229,23.9946670532227,11.8966665267944,398,84,1,96.9823226928711,225,5,9,223,441.012477808676
-118.407329,34.120364,1,17.2159996032715,12.3533334732056,56.0089454650879,356.835876464844,29.3199996948242,7.26399993896484,22.0559997558594,13.489333152771,21.1986656188965,22.0340003967285,13.3453330993652,411,90,1,99.9270401000977,248,6,10,236,246.104748377756
-118.30562,34.115636,1,18.320499420166,12.8736667633057,57.0540084838867,361.996246337891,30.2800006866455,7.71600008010864,22.564001083374,14.5273332595825,22.4013328552246,23.0793342590332,14.232666015625,403,91,1,101.324607849121,251,6,10,233,175.186295413773
